customer_id,tenure_months,monthly_charges,total_charges,age,num_support_calls,contract_type,internet_service,payment_method,tech_support,paperless_billing,has_partner,has_dependents,senior_citizen,churn
CUST-002799,28,99.27,2889.23,65.0,0,One year,Fiber optic,Mailed check,No,No,No,Yes,0,0
CUST-005823,10,66.38,655.38,52.0,1,Month-to-month,Fiber optic,Credit card,No internet service,Yes,Yes,No,0,1
CUST-001738,0,53.85,0.0,23.0,0,One year,DSL,Credit card,No,Yes,Yes,Yes,0,0
CUST-004556,11,60.86,628.25,51.0,2,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
CUST-001340,38,111.1,4627.81,38.0,0,Month-to-month,No,Credit card,No internet service,Yes,Yes,No,0,0
CUST-000831,17,63.37,1075.75,59.0,2,Two year,No,Credit card,Yes,Yes,No,No,0,0
CUST-002218,20,62.92,1186.66,73.0,1,Month-to-month,DSL,Electronic check,No,No,No,No,0,1
CUST-001456,71,104.93,7305.07,40.0,1,Two year,DSL,Credit card,Yes,Yes,Yes,Yes,0,0
CUST-004523,72,101.74,6901.32,43.0,1,Month-to-month,No,Electronic check,No,Yes,No,Yes,0,0
CUST-003871,7,81.78,540.24,64.0,1,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,0
CUST-000238,22,82.22,1822.71,31.0,2,Month-to-month,No,Credit card,No,Yes,Yes,No,0,0
CUST-000092,61,65.33,3967.02,56.0,1,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,1,1
CUST-002646,41,90.66,3697.64,76.0,0,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,Yes,0,0
CUST-005554,40,56.25,2081.12,79.0,0,Two year,Fiber optic,Electronic check,Yes,Yes,No,No,0,1
CUST-003896,38,30.54,1225.87,76.0,1,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,1
CUST-002191,29,52.24,1530.66,42.0,0,Two year,No,Mailed check,No,No,No,No,0,0
CUST-002622,7,69.1,470.11,52.0,4,One year,Fiber optic,Electronic check,Yes,No,No,Yes,1,0
CUST-002164,69,122.8,9350.03,70.0,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,1
CUST-004350,44,66.07,2832.14,68.0,0,One year,No,Electronic check,Yes,No,Yes,Yes,0,0
CUST-001001,53,74.91,4199.32,71.0,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,1
CUST-004753,63,71.1,4476.24,43.0,2,One year,Fiber optic,Bank transfer,Yes,Yes,No,No,0,1
CUST-004715,36,61.5,2180.5,50.0,2,Two year,DSL,Bank transfer,Yes,Yes,No,Yes,0,0
CUST-003010,26,15.0,351.28,18.0,2,Month-to-month,Fiber optic,Electronic check,No internet service,No,Yes,Yes,0,1
CUST-005774,35,79.32,3088.67,43.0,1,Two year,No,Bank transfer,No,Yes,Yes,No,1,0
CUST-001504,43,85.45,3525.77,51.0,0,Two year,Fiber optic,Electronic check,No,Yes,No,Yes,0,0
CUST-000957,46,34.61,1700.0,76.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,0,0
CUST-004299,6,36.93,226.14,52.0,1,Month-to-month,DSL,Credit card,No,Yes,No,No,1,0
CUST-005738,16,67.02,1124.54,53.0,2,Two year,Fiber optic,Electronic check,Yes,Yes,No,No,0,0
CUST-005778,51,50.71,2603.19,26.0,3,One year,DSL,Credit card,No,Yes,No,Yes,0,0
CUST-001532,68,78.46,4889.62,40.0,0,One year,Fiber optic,Bank transfer,No,Yes,No,No,1,0
CUST-004192,54,77.91,4258.12,25.0,3,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
CUST-000411,16,28.29,473.81,19.0,3,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,1
CUST-001405,11,65.73,712.83,69.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
CUST-002951,37,84.56,2955.82,66.0,3,One year,Fiber optic,Electronic check,No,No,Yes,Yes,1,0
CUST-005781,10,46.5,487.84,37.0,1,Month-to-month,DSL,Electronic check,Yes,Yes,No,Yes,1,0
CUST-002432,11,114.87,1324.36,44.0,2,Month-to-month,Fiber optic,Mailed check,No internet service,No,No,No,1,1
CUST-003942,67,83.99,5721.7,26.0,1,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,1,1
CUST-003337,3,74.34,234.41,36.0,1,Two year,DSL,Mailed check,No internet service,Yes,Yes,Yes,1,0
CUST-003070,30,80.17,2359.95,48.0,1,Two year,DSL,Electronic check,No,Yes,No,No,0,0
CUST-003751,58,58.29,3254.68,60.0,2,Two year,Fiber optic,Credit card,No internet service,No,Yes,No,0,0
CUST-001034,4,38.89,164.37,40.0,1,Month-to-month,DSL,Bank transfer,Yes,No,No,No,0,1
CUST-003483,16,99.01,1538.17,32.0,0,Month-to-month,No,Credit card,No internet service,No,No,No,0,1
CUST-005638,7,76.38,489.81,66.0,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,0,0
CUST-002698,9,102.98,938.35,58.0,4,One year,Fiber optic,Electronic check,No internet service,Yes,Yes,No,0,0
CUST-000931,51,22.11,1103.46,40.0,1,Month-to-month,DSL,Credit card,No,Yes,No,No,0,0
CUST-005491,57,63.64,3576.07,18.0,1,One year,DSL,Bank transfer,No,No,No,Yes,0,1
CUST-003918,4,112.18,479.18,73.0,2,Two year,DSL,Credit card,Yes,No,No,No,0,0
CUST-000633,27,82.93,2244.41,72.0,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,0,1
CUST-002464,33,94.39,3171.23,63.0,3,Two year,Fiber optic,Electronic check,Yes,Yes,No,Yes,0,0
CUST-000498,67,100.09,7543.55,25.0,1,One year,No,Credit card,Yes,Yes,Yes,Yes,0,0
CUST-000937,10,65.44,649.8,57.0,3,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
CUST-000415,49,78.48,3626.73,49.0,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,0
CUST-002345,18,54.0,1016.95,39.0,2,One year,No,Electronic check,No,No,No,No,0,1
CUST-005502,2,86.27,159.31,60.0,0,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
CUST-001743,1,74.55,78.32,24.0,4,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
CUST-004252,71,80.07,5288.59,37.0,1,Two year,DSL,Credit card,No,No,Yes,No,0,0
CUST-001951,44,76.03,3181.84,37.0,2,Month-to-month,No,Credit card,No,No,Yes,No,0,0
CUST-000757,27,82.96,2359.59,19.0,0,One year,No,Electronic check,No,No,No,No,0,0
CUST-003803,1,109.63,111.57,67.0,1,Month-to-month,No,Credit card,No internet service,Yes,Yes,No,0,1
CUST-001041,62,48.29,2743.69,22.0,7,Month-to-month,DSL,Electronic check,No internet service,Yes,No,No,0,0
CUST-002225,45,49.4,2139.56,73.0,2,Month-to-month,DSL,Credit card,Yes,Yes,No,No,0,0
CUST-003671,6,83.0,472.47,53.0,3,Two year,Fiber optic,Bank transfer,Yes,No,No,No,0,0
CUST-005201,30,81.12,2524.61,43.0,0,Two year,Fiber optic,Electronic check,No,Yes,No,No,0,0
CUST-003837,43,77.95,3332.49,32.0,1,Month-to-month,Fiber optic,Credit card,No,Yes,No,No,0,0
CUST-000596,42,62.2,2731.18,50.0,1,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No,0,0
CUST-003571,61,69.08,4132.16,40.0,2,One year,DSL,Bank transfer,No,Yes,Yes,No,0,0
CUST-004421,72,70.02,5158.5,46.0,0,Month-to-month,DSL,Mailed check,No,Yes,No,No,0,0
CUST-001068,24,87.38,2179.49,46.0,3,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,0,1
CUST-004246,19,66.84,1176.31,57.0,2,One year,Fiber optic,Mailed check,No,Yes,No,No,1,0
CUST-005547,3,59.34,181.31,59.0,2,Month-to-month,DSL,Credit card,No,No,No,No,1,1
CUST-005998,54,29.55,1584.59,21.0,0,Month-to-month,DSL,Bank transfer,No,Yes,No,No,1,0
CUST-003248,10,86.14,831.18,54.0,1,Month-to-month,No,Mailed check,Yes,Yes,No,No,1,0
CUST-000652,14,115.81,1630.19,53.0,2,Month-to-month,DSL,Credit card,No internet service,No,Yes,No,0,1
CUST-004640,61,76.33,4896.09,60.0,1,One year,DSL,Electronic check,No,No,No,No,0,0
CUST-004825,30,51.46,1574.78,30.0,0,Month-to-month,No,Electronic check,No,No,Yes,No,0,0
CUST-002303,64,42.94,3035.99,59.0,2,Two year,DSL,Electronic check,No,Yes,No,Yes,0,0
CUST-003007,31,19.01,634.98,68.0,1,Two year,Fiber optic,Bank transfer,Yes,No,No,No,0,1
CUST-002093,14,61.98,,76.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,1
CUST-005151,45,60.08,2866.51,78.0,2,One year,Fiber optic,Mailed check,Yes,Yes,Yes,No,1,0
CUST-001840,31,81.35,2391.93,35.0,3,One year,No,Mailed check,No internet service,Yes,No,No,0,0
CUST-002407,51,69.7,3605.88,53.0,3,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,0,0
CUST-000075,34,58.24,2064.83,24.0,2,Month-to-month,DSL,Credit card,No internet service,No,No,No,0,1
CUST-003689,12,100.47,1165.31,34.0,0,One year,DSL,Electronic check,No,No,Yes,No,1,0
CUST-003622,24,66.61,1572.54,,2,Two year,DSL,Bank transfer,No internet service,Yes,No,No,1,0
CUST-002948,38,55.95,2138.84,47.0,2,Month-to-month,DSL,Electronic check,No,No,No,No,0,1
CUST-005069,69,95.4,6713.13,49.0,1,Month-to-month,DSL,Mailed check,No internet service,No,No,No,0,0
CUST-003914,57,15.0,821.5,51.0,2,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,Yes,Yes,0,1
CUST-005549,55,69.86,3745.55,78.0,1,One year,Fiber optic,Bank transfer,Yes,Yes,No,No,0,0
CUST-002107,10,65.14,611.89,60.0,2,One year,Fiber optic,Electronic check,Yes,No,No,Yes,0,0
CUST-002210,51,91.97,4817.66,56.0,0,One year,DSL,Bank transfer,No,No,Yes,No,0,0
CUST-002741,7,56.8,391.43,,1,One year,DSL,Credit card,No,Yes,No,No,0,1
CUST-000108,34,62.02,2288.12,34.0,3,Two year,DSL,Credit card,No internet service,No,Yes,Yes,1,0
CUST-001010,19,82.58,1612.03,21.0,0,Month-to-month,DSL,Credit card,No,No,No,No,0,1
CUST-001029,24,77.92,1788.92,75.0,5,Two year,No,Electronic check,Yes,Yes,Yes,No,0,0
CUST-005684,39,15.0,587.78,36.0,1,Two year,No,Electronic check,No internet service,Yes,Yes,Yes,0,1
CUST-000828,63,83.98,4708.09,28.0,6,One year,DSL,Electronic check,No,Yes,Yes,No,0,0
CUST-003855,51,28.63,1542.46,25.0,0,One year,Fiber optic,Credit card,Yes,Yes,Yes,Yes,1,0
CUST-003263,62,86.21,5181.03,38.0,3,One year,DSL,Electronic check,No,Yes,No,No,0,0
CUST-000096,17,71.82,1191.64,76.0,4,Month-to-month,Fiber optic,Electronic check,No internet service,No,Yes,Yes,0,1
CUST-004545,55,15.0,880.51,65.0,2,One year,DSL,Electronic check,No internet service,No,No,No,0,0
CUST-005288,19,49.52,898.88,23.0,1,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,1,0
CUST-003437,48,80.61,3962.11,36.0,2,Month-to-month,DSL,Credit card,Yes,Yes,Yes,No,0,0
CUST-004717,72,15.0,1053.6,47.0,2,Two year,Fiber optic,Mailed check,No internet service,No,No,Yes,0,0
CUST-001200,64,63.22,4089.15,64.0,2,Month-to-month,DSL,Mailed check,No,No,No,No,0,0
CUST-000621,34,88.17,2981.27,51.0,2,One year,No,Credit card,Yes,No,Yes,No,1,0
CUST-005473,13,67.75,977.75,54.0,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,No,1,1
CUST-001412,18,73.96,1403.13,64.0,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No,0,0
CUST-000566,16,79.87,1185.3,33.0,0,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No,0,0
CUST-000543,12,15.0,159.83,52.0,4,Month-to-month,Fiber optic,Mailed check,,Yes,No,Yes,1,1
CUST-001334,38,73.57,2660.07,44.0,4,One year,No,Mailed check,Yes,Yes,No,No,1,1
CUST-003406,25,65.76,1531.91,42.0,0,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,0
CUST-000051,14,31.97,425.42,36.0,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,1
CUST-005062,45,52.36,2507.29,49.0,0,One year,DSL,Credit card,No,Yes,No,No,0,0
CUST-001773,28,75.55,,53.0,2,Month-to-month,DSL,Bank transfer,Yes,Yes,No,No,0,0
CUST-002908,9,58.01,516.88,22.0,2,One year,Fiber optic,Electronic check,Yes,No,No,Yes,0,1
CUST-001558,72,42.41,2770.48,62.0,0,Month-to-month,Fiber optic,Credit card,No,Yes,No,No,0,1
CUST-000745,26,47.83,1323.47,72.0,1,One year,DSL,Bank transfer,No,No,Yes,Yes,0,0
CUST-004325,28,99.79,2655.82,34.0,2,Month-to-month,Fiber optic,Mailed check,No internet service,No,No,Yes,0,1
CUST-002025,34,80.22,,48.0,2,Month-to-month,No,Electronic check,Yes,No,Yes,Yes,0,0
CUST-001467,28,63.79,1750.15,71.0,2,Two year,Fiber optic,Bank transfer,No internet service,Yes,No,No,0,0
CUST-005867,64,84.18,5330.37,79.0,1,Two year,DSL,Bank transfer,No,No,No,No,0,0
CUST-000195,6,46.85,286.36,48.0,2,One year,DSL,Electronic check,Yes,Yes,Yes,Yes,0,0
CUST-004443,33,38.39,1352.69,75.0,2,Month-to-month,No,Credit card,No,No,Yes,Yes,0,0
CUST-002798,51,65.81,3302.63,75.0,2,One year,Fiber optic,Bank transfer,No internet service,No,No,Yes,1,1
CUST-003802,58,81.9,4808.68,52.0,1,One year,DSL,Electronic check,No internet service,Yes,Yes,No,0,0
CUST-000802,37,53.84,1940.59,20.0,2,Month-to-month,No,Bank transfer,No,No,Yes,Yes,0,0
CUST-001618,8,48.06,386.11,69.0,1,One year,Fiber optic,Bank transfer,No,No,Yes,No,1,0
CUST-003288,12,57.1,721.19,22.0,0,Month-to-month,No,Mailed check,Yes,Yes,No,Yes,0,1
CUST-004747,18,57.82,1014.33,44.0,1,Month-to-month,Fiber optic,Credit card,Yes,No,No,No,0,1
CUST-000620,31,22.4,697.04,23.0,2,One year,Fiber optic,Electronic check,No,Yes,No,No,0,0
CUST-002594,22,70.42,1656.32,51.0,1,Two year,DSL,Credit card,Yes,Yes,No,No,0,0
CUST-004162,41,95.99,3657.29,38.0,0,Month-to-month,Fiber optic,Mailed check,No internet service,No,No,Yes,0,1
CUST-003648,72,53.83,3983.99,69.0,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,1,1
CUST-004126,3,65.67,176.07,78.0,2,Month-to-month,No,Bank transfer,No internet service,No,Yes,No,1,1
CUST-005516,38,115.25,4487.57,38.0,0,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No,1,0
CUST-005565,46,102.2,4680.85,42.0,0,Two year,No,Bank transfer,No,Yes,No,No,0,0
CUST-000644,56,69.65,3785.94,79.0,2,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,0,0
CUST-005000,14,46.78,594.48,26.0,3,Two year,DSL,Electronic check,Yes,Yes,Yes,No,0,0
CUST-004506,21,94.34,1902.53,35.0,0,One year,Fiber optic,Mailed check,No internet service,No,No,No,1,1
CUST-002767,72,58.04,4049.39,58.0,2,One year,Fiber optic,Electronic check,No internet service,Yes,Yes,No,0,0
CUST-001061,50,80.05,3730.36,42.0,1,One year,No,Electronic check,Yes,Yes,Yes,No,0,0
CUST-005453,57,69.61,3752.3,20.0,0,Two year,Fiber optic,Mailed check,No,No,Yes,Yes,0,0
CUST-004094,70,69.92,5182.01,54.0,3,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,0,1
CUST-000120,32,63.11,2143.65,19.0,1,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,0
CUST-005142,48,43.28,2317.66,70.0,0,Two year,DSL,Credit card,No,No,No,No,1,0
CUST-003206,72,101.19,8069.59,37.0,3,Month-to-month,No,Credit card,Yes,No,No,No,0,0
CUST-005180,62,44.2,2574.12,31.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,1
CUST-005324,66,46.48,3135.13,61.0,0,Month-to-month,No,Credit card,,No,Yes,No,0,1
CUST-003082,20,40.52,835.6,52.0,0,One year,DSL,Bank transfer,No,Yes,No,No,0,0
CUST-001230,59,31.36,1954.52,63.0,1,Two year,No,Electronic check,Yes,No,No,No,1,0
CUST-004540,43,49.23,2079.9,24.0,2,Month-to-month,Fiber optic,Bank transfer,No internet service,No,No,Yes,0,0
CUST-005055,65,62.75,3663.53,57.0,2,Two year,Fiber optic,Mailed check,Yes,No,No,No,0,0
CUST-004907,57,65.28,3973.86,47.0,0,Two year,Fiber optic,Credit card,No internet service,No,No,No,0,0
CUST-004262,21,96.39,2027.09,73.0,3,One year,DSL,Credit card,Yes,No,Yes,No,0,0
CUST-003328,28,76.93,2200.86,52.0,1,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,1
CUST-000134,58,75.88,4736.77,66.0,2,One year,Fiber optic,Electronic check,No,No,Yes,No,0,0
CUST-003505,64,84.59,5116.06,36.0,0,One year,DSL,Electronic check,Yes,Yes,No,No,0,0
CUST-002598,70,80.25,5957.03,36.0,1,Month-to-month,Fiber optic,Mailed check,No internet service,Yes,Yes,No,0,1
CUST-002859,32,53.94,1663.36,42.0,1,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,0,1
CUST-002445,65,58.73,3886.99,67.0,1,Two year,Fiber optic,Electronic check,No,Yes,No,No,1,0
CUST-004213,52,105.23,5185.58,46.0,1,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,0,0
CUST-003050,61,82.61,5292.98,58.0,4,Month-to-month,No,Credit card,No internet service,No,No,No,0,1
CUST-000511,54,92.65,5060.29,59.0,0,One year,No,Mailed check,Yes,No,No,No,0,0
CUST-005114,17,40.58,675.69,57.0,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,1
CUST-000062,26,45.84,1155.29,77.0,1,One year,DSL,Bank transfer,No,No,Yes,No,0,0
CUST-001553,45,107.34,4991.68,30.0,0,One year,DSL,Credit card,Yes,No,Yes,Yes,0,0
CUST-003793,47,92.75,4548.3,77.0,2,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,0
CUST-005233,14,64.21,941.81,44.0,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,No,1,0
CUST-005322,50,68.88,3363.96,37.0,2,One year,Fiber optic,Credit card,No internet service,Yes,Yes,No,0,0
CUST-002437,49,83.76,4005.81,29.0,3,Month-to-month,Fiber optic,Credit card,No,Yes,No,No,1,1
CUST-002998,31,47.7,1464.95,54.0,0,One year,Fiber optic,Credit card,Yes,Yes,Yes,Yes,0,0
CUST-004256,23,50.69,1140.05,27.0,4,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,1
CUST-002110,20,19.79,414.21,21.0,2,Month-to-month,DSL,Bank transfer,No,Yes,Yes,Yes,0,1
CUST-000679,68,50.51,3475.83,57.0,1,Month-to-month,DSL,Mailed check,,No,No,No,0,0
CUST-005385,63,115.39,7719.16,50.0,0,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,1
CUST-001211,57,100.5,5735.93,26.0,2,Month-to-month,DSL,Electronic check,No,No,No,Yes,1,1
CUST-000122,47,36.54,1835.75,66.0,0,One year,Fiber optic,Electronic check,No,No,No,No,0,0
CUST-005130,23,78.6,1725.58,66.0,0,One year,Fiber optic,Electronic check,No,Yes,No,No,1,0
CUST-001921,39,59.13,2128.83,58.0,0,One year,DSL,Bank transfer,Yes,Yes,Yes,Yes,1,0
CUST-004100,6,54.86,346.41,36.0,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,0,1
CUST-005714,69,78.9,5548.18,56.0,2,Two year,No,Bank transfer,Yes,Yes,No,No,0,0
CUST-003197,59,61.46,3755.2,19.0,1,One year,DSL,Mailed check,No,No,Yes,No,0,0
CUST-001210,45,55.48,2645.11,56.0,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,Yes,0,1
CUST-000567,18,58.91,1064.55,45.0,1,Month-to-month,No,Electronic check,No,Yes,No,No,0,1
CUST-002366,24,74.93,1740.46,42.0,0,One year,DSL,Bank transfer,No,No,Yes,Yes,0,0
CUST-000548,37,87.23,2843.45,57.0,0,Two year,DSL,Credit card,No,No,Yes,Yes,0,0
CUST-002405,60,72.87,4463.8,51.0,0,Month-to-month,Fiber optic,Electronic check,No,No,No,No,0,1
CUST-000864,61,38.61,2399.4,55.0,2,Two year,DSL,Mailed check,Yes,Yes,Yes,No,0,0
CUST-004554,51,89.06,4577.17,75.0,1,One year,Fiber optic,Mailed check,No,Yes,No,No,0,0
CUST-001392,71,53.94,,46.0,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,0
CUST-004513,66,70.28,4679.68,66.0,1,One year,DSL,Credit card,No internet service,No,Yes,Yes,0,0
CUST-004681,12,26.38,330.07,35.0,2,One year,Fiber optic,Electronic check,No,No,No,No,0,0
CUST-003410,5,44.89,227.4,45.0,3,Month-to-month,No,Mailed check,Yes,Yes,No,No,0,0
CUST-004313,7,32.19,238.07,49.0,0,Month-to-month,DSL,Credit card,No internet service,Yes,Yes,No,0,1
CUST-001961,72,43.63,3002.08,28.0,2,Month-to-month,DSL,Electronic check,No,No,No,No,0,0
CUST-000720,10,82.98,871.91,75.0,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,1
CUST-004409,23,60.08,1439.2,44.0,1,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,0
CUST-004811,18,15.0,252.64,58.0,2,Month-to-month,No,Electronic check,No internet service,Yes,No,Yes,0,0
CUST-000690,72,91.3,6723.85,65.0,0,One year,DSL,Bank transfer,No,Yes,Yes,No,1,0
CUST-000602,53,31.61,1548.59,42.0,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,0,0
CUST-004839,67,58.96,4110.34,29.0,1,Two year,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,0
CUST-002671,62,62.8,3840.26,73.0,0,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,1
CUST-002476,38,77.64,3064.7,68.0,3,Month-to-month,DSL,Electronic check,No internet service,No,No,No,0,1
CUST-002509,8,83.19,676.84,73.0,6,Two year,Fiber optic,Electronic check,No,Yes,No,No,0,0
CUST-004378,12,105.73,1309.03,77.0,1,Two year,DSL,Bank transfer,No internet service,No,Yes,No,0,0
CUST-000503,63,48.72,2822.21,59.0,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,1,1
CUST-004516,25,65.19,1665.83,64.0,1,Month-to-month,No,Credit card,No,Yes,No,No,0,0
CUST-000318,68,63.88,4152.94,70.0,2,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,Yes,Yes,0,1
CUST-005754,10,50.95,513.14,,0,Month-to-month,DSL,Bank transfer,No,Yes,No,No,0,1
CUST-003388,21,58.69,1170.29,71.0,2,One year,DSL,Mailed check,Yes,Yes,No,No,0,0
CUST-000274,30,73.01,2126.84,32.0,2,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,0
CUST-005171,32,63.77,2046.76,29.0,1,One year,Fiber optic,Electronic check,No,No,Yes,No,0,0
CUST-002868,62,30.15,1885.19,21.0,4,One year,DSL,Credit card,No,Yes,Yes,No,0,0
CUST-001361,4,66.87,288.67,41.0,3,One year,Fiber optic,Bank transfer,No,No,Yes,No,0,0
CUST-003413,6,73.87,449.66,46.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,1
CUST-001526,23,70.3,1652.14,79.0,3,Two year,DSL,Bank transfer,No internet service,Yes,Yes,No,0,0
CUST-005217,48,74.81,3522.26,56.0,1,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,No,0,0
CUST-003590,8,80.21,622.23,28.0,3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,1,0
CUST-001934,10,56.69,586.55,45.0,0,Two year,Fiber optic,Mailed check,No,No,No,No,0,0
CUST-005834,18,68.29,1266.54,20.0,0,Two year,Fiber optic,Electronic check,No,No,No,Yes,1,0
CUST-003182,54,101.3,5342.64,47.0,1,One year,No,Electronic check,No internet service,No,No,No,0,0
CUST-004427,35,50.91,1826.29,75.0,0,Two year,Fiber optic,Mailed check,Yes,No,No,No,0,0
CUST-003721,42,75.58,3290.39,64.0,4,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No,1,0
CUST-004812,38,59.33,2252.03,41.0,3,One year,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,0,0
CUST-000945,8,32.45,276.87,18.0,3,One year,DSL,Electronic check,No internet service,Yes,No,No,1,0
CUST-004732,55,91.87,5162.31,69.0,1,Month-to-month,Fiber optic,Bank transfer,No internet service,Yes,No,No,0,0
CUST-005804,22,102.24,2195.11,44.0,2,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,1,0
CUST-000295,38,80.39,3079.16,71.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,0
CUST-001876,17,63.35,1165.59,58.0,0,One year,DSL,Electronic check,No,Yes,No,No,1,1
CUST-005271,31,96.99,2919.49,76.0,2,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,1
CUST-000298,20,102.75,1920.07,23.0,0,Month-to-month,No,Mailed check,Yes,No,No,No,0,0
CUST-000068,5,82.19,436.91,53.0,0,One year,Fiber optic,Credit card,Yes,No,Yes,No,1,0
CUST-004406,18,39.18,710.6,27.0,2,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,0
CUST-000736,53,68.42,3688.96,26.0,2,Month-to-month,No,Bank transfer,No internet service,Yes,Yes,No,0,0
CUST-001598,61,72.25,4590.12,36.0,0,Two year,No,Mailed check,No internet service,No,No,Yes,0,0
CUST-004303,2,106.67,217.23,70.0,0,One year,DSL,Credit card,Yes,Yes,Yes,No,0,0
CUST-003008,45,27.91,1214.62,38.0,1,Month-to-month,Fiber optic,Electronic check,No internet service,Yes,No,No,0,1
CUST-003669,15,81.04,1212.38,50.0,2,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,1,0
CUST-001503,23,54.43,1223.76,69.0,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No,0,0
CUST-002086,53,87.09,4590.79,79.0,2,Month-to-month,No,Bank transfer,Yes,Yes,Yes,Yes,0,0
CUST-000150,62,51.94,3216.88,62.0,2,Month-to-month,Fiber optic,Mailed check,No internet service,No,Yes,No,0,0
CUST-000756,53,98.75,5452.53,71.0,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,No,1,0
CUST-004791,72,56.97,4117.79,,2,Month-to-month,No,Electronic check,Yes,Yes,No,No,0,0
CUST-003523,12,68.23,856.8,22.0,2,Two year,Fiber optic,Bank transfer,No,Yes,Yes,Yes,0,0
CUST-001703,14,15.0,222.38,45.0,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes,0,1
CUST-005967,44,117.75,5000.66,59.0,1,Month-to-month,No,Bank transfer,No,Yes,No,No,0,0
CUST-002119,51,92.38,4313.79,48.0,0,One year,Fiber optic,Credit card,No,No,No,No,0,0
CUST-000169,1,84.53,86.93,66.0,1,One year,Fiber optic,Bank transfer,No,Yes,No,No,0,0
CUST-002170,1,61.61,67.32,24.0,0,Month-to-month,No,Mailed check,No,No,Yes,No,0,0
